"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","0","14","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","46","2","0.000000","0","0"
"/Engine/EditorMaterials/GeometryCollection/SelectedGeometryMaterial.SelectedGeometryMaterial","0","0","10","1","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","108","4","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","116","4","0.000000","0","0"
"/Interchange/gltf/M_Translucent.M_Translucent","0","0","200","8","0.000000","0","0"
"/Interchange/gltf/M_Opaque.M_Opaque","0","0","232","8","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","4","4","1","5.441763","0","4"
"/Substance/Templates/parent_materials/Substance_TriPlanar_Template.Substance_TriPlanar_Template","0","74","14","2","175.166229","37","628"
"/Game/Characters/Red/NewRedEye.NewRedEye","0","28","5","1","53.731800","0","253"
"/Game/Sticky/MAT_Red.MAT_Red","0","23","1","1","45.240147","0","152"
"/Game/LevelLayout/Mats/Orb.Orb","0","22","1","1","40.222305","0","162"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Shelf.Shelf","0","23","6","1","46.718353","0","83"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Quad.Quad","0","23","2","1","44.039062","0","135"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Teddy.Teddy","0","23","3","1","44.688480","0","127"
"/Game/UI/BoltSmall_Mat.BoltSmall_Mat","0","14","1","1","26.341164","0","42"
"/Game/Rooms_Assets/Materials/MAT_Carpet.MAT_Carpet","0","14","4","1","24.410063","0","37"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/FallDoll.FallDoll","0","23","6","1","43.512936","0","118"
"/Game/Andrew/Materials/CthuluLEGO.CthuluLEGO","0","23","8","1","43.615948","0","103"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/RobotBody.RobotBody","0","23","6","1","44.011028","0","132"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/RobotArm.RobotArm","0","23","3","1","44.188038","0","95"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Pencil.Pencil","0","23","4","1","44.222198","0","149"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Microscope.Microscope","0","23","4","1","44.353325","0","89"
"/Game/Rooms_Assets/Materials/RoomMaterials/Park/Gazebo.Gazebo","0","23","5","1","43.562782","0","100"
"/Game/Andrew/Materials/ChocolateBox.ChocolateBox","0","23","4","1","43.613308","0","85"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Blocks.Blocks","0","23","7","1","41.528992","0","113"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/MimickBox.MimickBox","0","23","7","1","42.673279","0","112"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/MimickSnake.MimickSnake","0","23","1","1","43.113003","0","129"
"/Game/Andrew/Materials/ChewedGum.ChewedGum","0","23","1","1","46.048389","0","205"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Computers.Computers","0","23","8","1","44.342167","0","96"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Book.Book","0","23","4","1","45.549572","0","161"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Bookshelf.Bookshelf","0","37","6","1","73.236687","0","210"
"/Game/LevelLayout/Mats/Branch.Branch","0","14","4","1","26.211163","0","49"
"/Game/Andrew/Materials/CandyRoll.CandyRoll","0","23","7","1","44.102688","0","77"
"/Game/Andrew/Materials/Box_Box.Box_Box","0","23","5","1","47.014759","0","102"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","23","7","1","44.089794","0","115"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Sliders.Sliders","0","23","6","1","44.975883","0","231"
"/Game/Splat/MAT_Goo_Splat.MAT_Goo_Splat","0","61","4","1","118.065704","0","1103"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Barn.Barn","0","23","8","1","46.099468","0","134"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","23","1","1","45.852150","0","106"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Soldier.Soldier","0","23","2","1","46.145359","0","203"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Pack.Pack","0","23","2","1","46.222149","0","160"
"/Game/Rooms_Assets/Materials/RoomMaterials/Park/MoonLight_PLACEHOLDER.MoonLight_PLACEHOLDER","0","23","9","1","46.356617","0","122"
"/Game/Andrew/Materials/BottlecapTable.BottlecapTable","0","23","9","1","46.632908","0","143"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Table.Table","0","23","6","1","47.407860","0","110"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Battery.Battery","0","23","6","1","47.494648","0","86"
"/Game/Rooms_Assets/Materials/GregDecal.GregDecal","0","23","7","1","42.659698","0","140"
"/Game/LevelLayout/Mats/Rock.Rock","0","23","5","1","46.158257","0","94"
"/Game/Andrew/Materials/GlowStars.GlowStars","0","23","9","1","46.414562","0","79"
"/Game/Andrew/Materials/Letters/O/MAT_LETTER_O.MAT_LETTER_O","0","14","1","1","25.952255","0","79"
"/Game/Andrew/Materials/Letters/Z/MAT_LETTER_Z.MAT_LETTER_Z","0","14","3","1","25.989967","0","109"
"/Game/LevelLayout/Mats/ParkPath.ParkPath","0","23","2","1","47.145714","0","276"
"/Game/Andrew/Materials/Potatoe.Potatoe","0","23","1","1","47.189053","0","231"
"/Game/Andrew/Materials/Letters/L/MAT_LETTER_L.MAT_LETTER_L","0","14","1","1","28.845169","0","101"
"/Game/Andrew/Materials/Letters/R/MAT_LETTER_R.MAT_LETTER_R","0","14","1","1","28.570059","0","118"
"/Game/LevelLayout/Mats/LabFlooring.LabFlooring","0","14","2","1","28.100622","0","102"
"/Game/Andrew/Materials/SpongeeBed.SpongeeBed","0","23","2","1","47.667152","0","203"
"/Game/LevelLayout/Mats/AltTree.AltTree","0","14","2","1","27.745831","0","104"
"/Game/Andrew/Materials/MedicineCup.MedicineCup","0","23","2","1","47.579052","0","250"
"/Game/Andrew/Materials/ShowboxWalls.ShowboxWalls","0","23","1","1","43.033695","0","219"
"/Game/Andrew/Materials/Spoon.Spoon","0","23","3","1","46.986240","0","188"
"/Game/Andrew/Materials/ToiletPaper.ToiletPaper","0","23","4","1","46.422825","0","192"
"/Game/Andrew/Materials/Mirror.Mirror","0","23","6","1","47.957485","0","98"
"/Game/LevelLayout/Mats/Plastic.Plastic","49","14","1","1","27.288187","0","57"
"/Game/Sticky/MAT_Red.MAT_Red","49","38","2","1","107.884972","0","667"
"/Game/LevelLayout/Mats/Orb.Orb","49","22","1","1","35.654873","0","262"
"/Game/UI/BoltSmall_Mat.BoltSmall_Mat","49","14","1","1","23.574120","0","118"
"/Game/Rooms_Assets/Materials/MAT_Carpet.MAT_Carpet","49","14","1","1","23.963421","0","118"
"/Game/Andrew/Materials/CthuluLEGO.CthuluLEGO","49","23","1","1","41.880169","0","278"
"/Game/Andrew/Materials/ChocolateBox.ChocolateBox","49","23","1","1","40.129971","0","276"
"/Game/Andrew/Materials/ChewedGum.ChewedGum","49","38","1","1","105.482605","0","770"
"/Game/Andrew/Materials/CandyRoll.CandyRoll","49","23","1","1","39.802078","0","298"
"/Game/Andrew/Materials/Box_Box.Box_Box","49","23","1","1","42.157825","0","279"
"/Game/Andrew/Materials/BottlecapTable.BottlecapTable","49","23","1","1","42.257000","0","298"
"/Game/Andrew/Materials/GlowStars.GlowStars","49","23","1","1","39.759762","0","298"
"/Game/Andrew/Materials/Letters/O/MAT_LETTER_O.MAT_LETTER_O","49","23","1","1","63.199055","0","267"
"/Game/Andrew/Materials/Letters/Z/MAT_LETTER_Z.MAT_LETTER_Z","49","23","1","1","64.032204","0","284"
"/Game/Andrew/Materials/Potatoe.Potatoe","49","23","1","1","41.353146","0","278"
"/Game/Andrew/Materials/Letters/L/MAT_LETTER_L.MAT_LETTER_L","49","23","1","1","60.785515","0","298"
"/Game/Andrew/Materials/Letters/R/MAT_LETTER_R.MAT_LETTER_R","49","23","1","1","60.709080","0","290"
"/Game/Andrew/Materials/MedicineCup.MedicineCup","49","23","1","1","39.830650","0","253"
"/Game/Andrew/Materials/Mirror.Mirror","49","23","1","1","40.580418","0","266"
"/Game/Andrew/Materials/ShowboxWalls.ShowboxWalls","49","23","1","1","40.416870","0","281"
"/Game/Andrew/Materials/Spoon.Spoon","49","23","1","1","39.548721","0","268"
"/Game/LevelLayout/Mats/AltTree.AltTree","49","23","1","1","60.602570","0","271"
"/Game/LevelLayout/Mats/LabFlooring.LabFlooring","49","14","1","1","24.573771","0","118"
"/Game/Andrew/Materials/SpongeeBed.SpongeeBed","49","23","1","1","41.453693","0","285"
"/Game/Andrew/Materials/ToiletPaper.ToiletPaper","49","38","1","1","105.173897","0","723"
"/Game/LevelLayout/Mats/ParkPath.ParkPath","49","38","1","1","103.423576","0","628"
"/Game/LevelLayout/Mats/Rock.Rock","49","38","2","1","104.352295","0","618"
"/Game/Rooms_Assets/Materials/GregDecal.GregDecal","49","23","7","1","37.589138","0","231"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Battery.Battery","49","38","1","1","102.224312","0","514"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Table.Table","49","38","1","1","103.587547","0","581"
"/Game/Rooms_Assets/Materials/RoomMaterials/Park/MoonLight_PLACEHOLDER.MoonLight_PLACEHOLDER","49","23","1","1","39.004986","0","202"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Pack.Pack","49","23","2","1","39.293354","0","220"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Soldier.Soldier","49","23","8","1","40.086884","0","223"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Barn.Barn","49","23","1","1","39.944431","0","296"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Sliders.Sliders","49","23","2","1","39.185078","0","258"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","49","23","9","1","39.557526","0","135"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","49","38","1","1","101.536247","0","633"
"/Game/Splat/MAT_Goo_Splat.MAT_Goo_Splat","49","104","1","1","235.236130","0","2981"
"/Game/LevelLayout/Mats/Branch.Branch","49","23","1","1","58.050129","0","258"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Bookshelf.Bookshelf","49","52","1","1","126.246803","0","822"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Book.Book","49","38","1","1","103.408409","0","409"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Computers.Computers","49","38","7","1","101.664474","0","536"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/MimickSnake.MimickSnake","49","38","1","1","102.940903","0","590"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/MimickBox.MimickBox","49","38","4","1","102.782532","0","578"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Blocks.Blocks","49","23","1","1","40.196186","0","258"
"/Game/Rooms_Assets/Materials/RoomMaterials/Park/Gazebo.Gazebo","49","38","1","1","101.836418","0","482"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Microscope.Microscope","49","38","2","1","101.979164","0","317"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/Pencil.Pencil","49","38","1","1","102.757614","0","414"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/RobotArm.RobotArm","49","38","1","1","104.288490","0","512"
"/Game/Rooms_Assets/Materials/RoomMaterials/Lab/RobotBody.RobotBody","49","38","1","1","104.110329","0","525"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/FallDoll.FallDoll","49","38","1","1","105.593765","0","492"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Teddy.Teddy","49","38","1","1","105.296028","0","353"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Quad.Quad","49","38","2","1","102.224174","0","493"
"/Game/Rooms_Assets/Materials/RoomMaterials/ToyBox/Shelf.Shelf","49","23","1","1","39.674366","0","222"
"/Game/Characters/Red/NewRedEye.NewRedEye","49","28","8","1","47.987808","0","243"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","49","4","4","1","5.721003","0","7"
"/Substance/Templates/parent_materials/Substance_TriPlanar_Template.Substance_TriPlanar_Template","49","104","5","2","310.787720","0","1254"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","153","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","84","1","0.000000","0","0"
"/Game/Puzzles/Battery_Chase/MAT_Yellow.MAT_Yellow","49","0","42","1","0.000000","0","0"
"/Game/Characters/Player/Mesh/lambert1.lambert1","49","0","51","1","0.000000","0","0"
"/Game/MAT_WHITE.MAT_WHITE","49","0","14","1","0.000000","0","0"
"/Game/MAT_WHITE1.MAT_WHITE1","49","0","14","1","0.000000","0","0"
